USSLC,UT,COALVILLE,,,,,,,315,,,,,,300,,,,,,,,,,,,375,,,,,,,,,,,,,,315, $440.00 , $415.00 , $390.00 ,LAX,15
USSLC,ID,DOWNEY,,,,,,,550,,,,,,535,,,,,,,,,,,,600,,,,,,,,,,,,,,550, $675.00 , $645.00 , $600.00 ,SEA,15
USSLC,UT,ECHO,,,,,,,315,,,,,,300,,,,,,,,,,,,375,,,,,,,,,,,,,,315, $440.00 , $415.00 , $390.00 ,LAX,15
USSLC,UT,EMERY,,,,,,,750,,,,,735,750,,,,,,,,,,,,785,,,,,,,,,,,,,,750, $875.00 , $850.00 , $825.00 ,LAX,15
USSLC,UT,FRANCIS,,,,,,,315,,,,,300,,,,,,,,,,,,,375,,,,,,,,,,,,,,315, $440.00 , $415.00 , $390.00 ,LAX,15
USSLC,ID,FRANKLIN,,,,,,,515,,,,,,500,,,,,,,,,,,,550,,,,,,,,,,,,,,515, $640.00 , $610.00 , $565.00 ,SEA,15
USSLC,ID,GOODING,,,,,,,895,,,,,,960,870,885,,,,,,,,,,1400,,,,,,,,,,,,,,885," $1,010.00 ", $980.00 , $935.00 ,SEA,15
USSLC,WY,GRANGER,,,,,,,600,,,,,,615,,,,,,,,,,,,660,,,,,,,,,,,,,,615, $740.00 , $710.00 , $665.00 ,SEA,15
USSLC,UT,HUNTSVILLE,,,,,,,315,,,,,300,320,,,,,,,,,,,,375,,,,,,,,,,,,,,315, $440.00 , $415.00 , $390.00 ,LAX,15
USSLC,UT,KAYSVILLE,,,,265,,270,285,,,,,215,185,200,,,,,,,,,,,325,,,,,,,,,,,,,,200, $325.00 , $300.00 , $275.00 ,LAX,15
USSLC,ID,MALTA,,,,,,,625,,,,,,610,,,,,,,,,,,,685,,,,,,,,,,,,,,625, $750.00 , $720.00 , $675.00 ,SEA,15
USSLC,UT,MARYSVALE,,,,,,,800,,,,,809,,,,,,,,,,,,,785,,,,,,,,,,,,,,800, $925.00 , $900.00 , $875.00 ,LAX,15
USSLC,UT,MURRAY,,,,,,,285,,,,,170,190,190,185,,,,,,,,,,275,,,,,,,,,,,,,,185, $310.00 , $285.00 , $260.00 ,LAX,15
USSLC,UT,PARK CITY,,,,,,,315,,,,,350,300,335,340,,,,,,,,,,350,,,,,,,,,,,,,,315, $440.00 , $415.00 , $390.00 ,LAX,15
USSLC,ID,POCATELLO,,,,,,,625,,,,,,700,620,605,,,,,,,,,,710,,,,,,,,,,,,,,620, $745.00 , $715.00 , $670.00 ,SEA,15
USSLC,ID,PRESTON,,,,,,,515,,,,,,550,445,460,,,,,,,,,,550,,,,,,,,,,,,,,460, $585.00 , $555.00 , $510.00 ,SEA,15
USSLC,ID,REXBURG,,,,,,,800,,,,,,800,785,840,,,,,,,,,,1370,,,,,,,,,,,,,,800, $925.00 , $895.00 , $850.00 ,SEA,15
USSLC,UT,WOODRUFF,,,,,,,450,,,,,457,435,,,,,,,,,,,,550,,,,,,,,,,,,,,450, $575.00 , $550.00 , $525.00 ,LAX,15
USSTL,IL,LITCHFIELD,,,,,,425,440,,,,,,,,,,,,,,,,,,490,,,,,,,,,,,,,,440, $590.00 , $540.00 , $490.00 ,ORD,15
USSTL,IL,NASHVILLE,,,,,,425,440,,,,,,,,,,,,,,,,,,490,,,,,,,,,,,,,,440, $590.00 , $540.00 , $490.00 ,ORD,15
USTIW,WA,CHEHALIS,,,,,,,500,,,,,,,,,,,,,,,,,,615,,,,430,,445,,,,,,,,445, $570.00 , $540.00 , $495.00 ,SEA,15
USTIW,WA,FEDERAL WAY,,,,,,,350,,,,,,,,,,,,,,,,,,420,,,,255,,240,,,,,,,,255, $380.00 , $350.00 , $305.00 ,SEA,15
USTIW,WA,FIFE,,,,,,,350,,,,,,,,,,,,,,,,,,410,,,,205,,220,,,,,,,,220, $345.00 , $315.00 , $270.00 ,SEA,15
USTIW,OR,HUBBARD,,,,,,,1000,,,,,,,,,,,,,,,1123.78,,,1189,,,,,,1015,,,,,,,,1015," $1,140.00 "," $1,110.00 "," $1,065.00 ",SEA,15
USTIW,ID,PAUL,,,,,,,3250,,,,3320.9,,,,,,,,,,,,,,4113,,,,,,3265,,,,,,,,3265," $3,390.00 "," $3,360.00 "," $3,315.00 ",SEA,15
USTIW,WA,POULSBO,,,,,,450,450,,,,,,,,,,,,,,,,,,565,,,,365,,380,,,,,,,,380, $505.00 , $475.00 , $430.00 ,SEA,15
USTIW,WA,WOODINVILLE,,,,,,,500,,,,,,,,,,,,,,,,,,565,,,,430,,445,,,,,,,,445, $570.00 , $540.00 , $495.00 ,SEA,15
USTPA,FL,BROOKSVILLE,,,,,,365,375,,,,,,,,,,,,,,,,,375,350,,,,700,,,,,,,,,,365, $490.00 , $465.00 , $415.00 ,MIA,15
USTPA,FL,FORT LAUDERDALE,,,,,,965,950,,,,,,,,,,,,,,,,,975,1223,,,,1090,,,,,,,,,,965," $1,090.00 "," $1,065.00 "," $1,015.00 ",MIA,15
USTPA,FL,JACKSONVILLE,,,,,,740,725,,,,,,,,,,,,,,,,,750,760,,,,,,,,,,,,,,740, $865.00 , $840.00 , $790.00 ,MIA,15
USTPA,FL,PORT ST LUCIE,,,,,,,610,,,,,,,,,,,,,,,,,625,640,,,,,,,,,,,,,,625, $750.00 , $725.00 , $675.00 ,MIA,15
USTPA,FL,WEST PALM BEACH,,,,,,685,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700, $825.00 , $800.00 , $750.00 ,MIA,15
USTPA,FL,ZOLFO SPRINGS,,,,,,410,395,,,,,,,,420,,,,,,,,,,,,,,,,,,,,,,,,410, $535.00 , $510.00 , $460.00 ,MIA,15
USATL,GA,AMERICUS,,,,,,575,555,,,,,,,,543,,,,,,,,,,640,,,,,,,,,,529,,,,543, $693.00 , $643.00 , $618.00 ,ATL,14
USATL,TN,ANDERSONVILLE,,,,,,1084.5,925,,,,,,,,855,,,,,,,,,,986,,,,,,,,,,869,,,,869," $1,044.00 ", $994.00 , $969.00 ,HOU,14
USATL,TN,BYBEE,,,,,,,,,,,,,,,,,,,,,,,,,843,,,,,,,,,,829,,,,843," $1,018.00 ", $968.00 , $943.00 ,HOU,14
USATL,NC,CANTON,,,,,,922.5,675,,,,,,,,701,,,,,,,,,,735,,,,,,,,,,689,,,,689, $839.00 , $789.00 , $764.00 ,ATL,14
USATL,AL,CHEROKEE,,,,,,1255.5,1075,,,,,,,,943,,,,,,,,,,1165,,,,990,,,,,,929,,,,943," $1,093.00 "," $1,043.00 "," $1,018.00 ",ATL,14
USATL,TN,COALMONT,,,,,,828,645,,,,,,,,631,,,,,,,,,,710,,,,,,,,,,669,,,,645, $820.00 , $770.00 , $745.00 ,HOU,14
USATL,GA,COLUMBUS,,,,785,,515,505,,,,,,,,,,,,,,,,550,,575,,,,485,,,,,,499,,,,499, $649.00 , $599.00 , $574.00 ,ATL,14
USATL,NC,CONCORD,,,,,,,,,,,,,,,,,,,,,,,,,983,,,,,,,,,,969,,,,983," $1,133.00 "," $1,083.00 "," $1,058.00 ",ATL,14
USATL,TN,EAGLEVILLE,,,,,,,,,,,,,,,,,,,,,,,,,865,,,,,,,,,,879,,,,879," $1,054.00 "," $1,004.00 ", $979.00 ,HOU,14
USATL,NC,ELLENBORO,,,,,,,,,,,,,,,,,,,,,,,,,783,,,,,,,,,,769,,,,783, $933.00 , $883.00 , $858.00 ,ATL,14
USATL,SC,FORT MILL,,,,,,,,,,,,,,,,,,,,,,,,,943,,,,,,,,,,929,,,,943," $1,093.00 "," $1,043.00 "," $1,018.00 ",ATL,14
USATL,TN,GAINESBORO,,,,,,1120.5,925,,,,,,,,845,,,,,,,,,,975,,,,,,,,,,859,,,,859," $1,034.00 ", $984.00 , $959.00 ,HOU,14
USATL,NC,HICKORY,,,,,,1282.5,1050,,,,,,,,963,,,,,,,,,,1101,,,,,,,,,,949,,,,963," $1,113.00 "," $1,063.00 "," $1,038.00 ",ATL,14
USATL,NC,IRON STATION,,,,,,,,,,,,,,,,,,,,,,,,,883,,,,,,,,,,869,,,,883," $1,033.00 ", $983.00 , $958.00 ,ATL,14
USATL,TN,JONESBOROUGH,,,,,,,,,,,,,,,,,,,,,,,,,1013,,,,,,,,,,999,,,,1013," $1,188.00 "," $1,138.00 "," $1,113.00 ",HOU,14
USATL,AL,KILLEN,,,,,,,,,,,,,,,,,,,,,,,,,1013,,,,,,,,,,999,,,,1013," $1,163.00 "," $1,113.00 "," $1,088.00 ",ATL,14
USATL,TN,LIBERTY,,,,,,,,,,,,,,,,,,,,,,,,,835,,,,,,,,,,849,,,,849," $1,024.00 ", $974.00 , $949.00 ,HOU,14
USATL,TN,LIVINGSTON,,,,,,1138.5,925,,,,,,,,845,,,,,,,,,,975,,,,,,,,,,859,,,,859," $1,034.00 ", $984.00 , $959.00 ,HOU,14
USATL,TN,LOUDON,,,,,,864,710,,,,,,,,696,,,,,,,,,,785,,,,,,,,,,719,,,,710, $885.00 , $835.00 , $810.00 ,HOU,14
USATL,TN,MASCOT,,,,,,1057.5,925,,,,,,,,845,,,,,,,,,,975,,,,,,,,,,859,,,,859," $1,034.00 ", $984.00 , $959.00 ,HOU,14
USATL,AL,MIDWAY,,,,,,,,,,,,,,,,,,,,,,,,,593,,,,,,,,,,579,,,,593, $743.00 , $693.00 , $668.00 ,ATL,14
USATL,AL,PAINT ROCK,,,,,,837,625,,,,,,,,639,,,,,,,,,,685,,,,,,,,,,669,,,,639, $789.00 , $739.00 , $714.00 ,ATL,14
USATL,GA,ROBERTA,,,,,,460,450,,,,,,,,425,,,,,,,,,,525,,,,,,,,,,439,,,,439, $589.00 , $539.00 , $514.00 ,ATL,14
USATL,TN,ROCKFORD,,,,,,999,850,,,,,,,,805,,,,,,,,,,928,,,,,,,,,,819,,,,819, $994.00 , $944.00 , $919.00 ,HOU,14
USATL,TN,ROCKVALE,,,,,,,,,,,,,,,,,,,,,,,,,835,,,,,,,,,,849,,,,849," $1,024.00 ", $974.00 , $949.00 ,HOU,14
USATL,AL,RUSSELLVILLE,,,,,,1206,990,,,,,,,,903,,,,,,,,,,1097,,,,,,,,,,889,,,,903," $1,053.00 "," $1,003.00 ", $978.00 ,ATL,14
USATL,MS,SMITHVILLE,,,,,,,,,,,,,,,,,,,,,,,,,1013,,,,,,,,,,999,,,,1013," $1,163.00 "," $1,113.00 "," $1,088.00 ",ATL,14
USATL,AL,SPRUCE PINE,,,,,,,,,,,,,,,,,,,,,,,,,913,,,,,,,,,,899,,,,913," $1,063.00 "," $1,013.00 ", $988.00 ,ATL,14
USATL,NC,WAXHAW,,,,,,,,,,,,,,,,,,,,,,,,,983,,,,,,,,,,969,,,,983," $1,133.00 "," $1,083.00 "," $1,058.00 ",ATL,14
USATL,AL,YORK,,,,,,,,,,,,,,,,,,,,,,,,,983,,,,,,,,,,969,,,,983," $1,133.00 "," $1,083.00 "," $1,058.00 ",ATL,14
USBAL,NC,EDEN,,,,,,1536,1550,,,,,,,,,,,,,,,,,,1611,,,,1575,,,,,,,,,,1550," $1,700.00 "," $1,650.00 "," $1,625.00 ",ATL,14
USBAL,MD,ELKTON,,,,,,,,,,,,,,,,,,,,,,,,,515,,,,,,,,,,529,,,,529, $679.00 , $654.00 , $629.00 ,EWR,14
USBAL,WV,SLANESVILLE,,,,,,,,,,,,,,,,,,,,,,,,,785,,,,,,,,,,799,,,,799, $949.00 , $924.00 , $899.00 ,EWR,14
USBOS,MA,BRAINTREE,,,,,,,,,,,,,,,,,,,,,,,,,335,,,,,,,,,,349,,,,349, $499.00 , $474.00 , $449.00 ,EWR,14
USCHI,MI,ALMONT,,,,,,1447,1250,,,,,,,,1457,,,,,,,,,,1264,,,,,,,,,,,,,,1264," $1,414.00 "," $1,364.00 "," $1,314.00 ",ORD,14
USCHI,IA,AMES,,,,,,1521,1400,,,,,,,,1531,,,,,,,,,,1414,,,,,,,,,,,,,,1414," $1,564.00 "," $1,514.00 "," $1,464.00 ",ORD,14
USCHI,MI,BOYNE FALLS,,,,,,1561,1400,,,,,,,,1571,,,,,,,,,,1386,,,,,,,,,,,,,,1400," $1,550.00 "," $1,500.00 "," $1,450.00 ",ORD,14
USCHI,WI,BRISTOL,,,,,,630,630,,,,,,,,532,,,,,,,,,,645,,,,,,,,,,,,546,,546, $696.00 , $646.00 , $596.00 ,ORD,14
USCHI,OH,COLUMBUS,,,,,,1568,1400,,,,,,,,1578,,,,,,,,,,1414,,,,,,,,,,,,,,1414," $1,564.00 "," $1,514.00 "," $1,464.00 ",ORD,14
USCHI,IL,FRANKLIN PARK,,,,,,389,400,,,,,,,,399,,,,,,,,,,435,,,,,,,,,,,,375,,389, $539.00 , $489.00 , $439.00 ,ORD,14
USCHI,OH,GAHANNA,,,,,,1498,1400,,,,,,,,1508,,,,,,,,,,1414,,,,,,,,,,,,,,1414," $1,564.00 "," $1,514.00 "," $1,464.00 ",ORD,14
USCHI,MI,HARBERT,,,,,,464,484,,,,,,,,450,,,,,,,,,,555,,,,,,,,,,,,525,,464, $614.00 , $564.00 , $514.00 ,ORD,14
USCHI,IA,INDIANOLA,,,,,,1495,1400,,,,,,,,1505,,,,,,,,,,1386,,,,,,,,,,,,,,1400," $1,550.00 "," $1,500.00 "," $1,450.00 ",ORD,14
USCHI,IL,JOHNSBURG,,,,,,513,503,,,,,,,,523,,,,,,,,,,525,,,,,,,,,,,,489,,503, $653.00 , $603.00 , $553.00 ,ORD,14
USCHI,IL,LAKE VILLA,,,,,,513,575,,,,,,,,523,,,,,,,,,,525,,,,,,,,,,,,499,,513, $663.00 , $613.00 , $563.00 ,ORD,14
USCHI,IL,MAPLE PARK,,,,,,455,465,,,,,,,,465,,,,,,,,,,525,,,,,,,,,,,,441,,455, $605.00 , $555.00 , $505.00 ,ORD,14
USCHI,IA,MARION,,,,,,1197,1050,,,,,,,,1207,,,,,,,,,,1036,,,,,,,,,,,,,,1050," $1,200.00 "," $1,150.00 "," $1,100.00 ",ORD,14
USCHI,MI,MENDON,,,,,,750,850,,,,,,,,760,,,,,,,,,,705,,,,,,,,,,,,719,,719, $869.00 , $819.00 , $769.00 ,ORD,14
USCHI,MI,NORTH BRANCH,,,,,,1448,1250,,,,,,,,1458,,,,,,,,,,1264,,,,,,,,,,,,,,1264," $1,414.00 "," $1,364.00 "," $1,314.00 ",ORD,14
USCHI,IN,NORTH MANCHESTER,,,,,,725,850,,,,,,,,735,,,,,,,,,,705,,,,,,,,,,,,719,,719, $869.00 , $819.00 , $769.00 ,ORD,14
USCHI,IA,NORWALK,,,,,,1495,1400,,,,,,,,1505,,,,,,,,,,1386,,,,,,,,,,,,,,1400," $1,550.00 "," $1,500.00 "," $1,450.00 ",ORD,14
USCHI,IN,PERU,,,,,,721,725,,,,,,,,731,,,,,,,,,,735,,,,,,,,,,,,707,,721, $871.00 , $821.00 , $771.00 ,ORD,14
USCHI,WI,PICKETT,,,,,,938,950,,,,,,,,948,,,,,,,,,,924,,,,,,,,,,,,966,,938," $1,088.00 "," $1,038.00 ", $988.00 ,ORD,14
USCHI,WI,PULASKI,,,,,,1221,1125,,,,,,,,1231,,,,,,,,,,1139,,,,,,,,,,,,1179,,1139," $1,289.00 "," $1,239.00 "," $1,189.00 ",ORD,14
USCHI,IL,RANKIN,,,,,,575,625,,,,,,,,585,,,,,,,,,,615,,,,,,,,,,,,561,,575, $725.00 , $675.00 , $625.00 ,ORD,14
USCHI,IL,RIVERDALE,,,,,,389,450,,,,,,,,399,,,,,,,,,,435,,,,,,,,,,,,375,,389, $539.00 , $489.00 , $439.00 ,ORD,14
USCHI,MI,RIVERSIDE,,,,,,560,600,,,,,,,,570,,,,,,,,,,615,,,,,,,,,,,,546,,560, $710.00 , $660.00 , $610.00 ,ORD,14
USCHI,MI,SANFORD,,,,,,1449,1250,,,,,,,,1459,,,,,,,,,,1264,,,,,,,,,,,,,,1264," $1,414.00 "," $1,364.00 "," $1,314.00 ",ORD,14
USCHI,MI,SAWYER,,,,,,464,484,,,,,,,,450,,,,,,,,,,555,,,,,,,,,,,,563,,464, $614.00 , $564.00 , $514.00 ,ORD,14
USCHI,IL,SAYBROOK,,,,,,624,775,,,,,,,,634,,,,,,,,,,690,,,,,,,,,,,,610,,624, $774.00 , $724.00 , $674.00 ,ORD,14
USCHI,WI,SPRING GREEN,,,,,,941,950,,,,,,,,912,,,,,,,,,,955,,,,,,,,,,,,898,,912," $1,062.00 "," $1,012.00 ", $962.00 ,ORD,14
USCHI,IA,SPRING HILL,,,,,,1495,1400,,,,,,,,1505,,,,,,,,,,1386,,,,,,,,,,,,,,1400," $1,550.00 "," $1,500.00 "," $1,450.00 ",ORD,14
USCHI,MI,STANDISH,,,,,,1559,1400,,,,,,,,1569,,,,,,,,,,1386,,,,,,,,,,,,,,1400," $1,550.00 "," $1,500.00 "," $1,450.00 ",ORD,14
USCHI,IN,SYRACUSE,,,,,,681,775,,,,,,,,691,,,,,,,,,,675,,,,,,,,,,,,661,,675, $825.00 , $775.00 , $725.00 ,ORD,14
USCHI,IL,VOLO,,,,,,503,600,,,,,,,,513,,,,,,,,,,525,,,,,,,,,,,,489,,503, $653.00 , $603.00 , $553.00 ,ORD,14
USCHI,OH,WHITEHALL,,,,,,1508,1400,,,,,,,,1518,,,,,,,,,,1414,,,,,,,,,,,,,,1414," $1,564.00 "," $1,514.00 "," $1,464.00 ",ORD,14
USCHI,IA,WOODWARD,,,,,,1522,1400,,,,,,,,1532,,,,,,,,,,1414,,,,,,,,,,,,,,1414," $1,564.00 "," $1,514.00 "," $1,464.00 ",ORD,14
USCHS,SC,IRMO,,,,,,,725,,,,,,,,,,,,,,,,,715,675,,,,475,,,,,,489,,,,489, $639.00 , $589.00 , $564.00 ,ATL,14
USCHS,NC,LUMBERTON,,,,1025,,805,900,,,,,,,,,,,,,,,,,815,835,,,,705,,,,,,719,,,,719, $869.00 , $819.00 , $794.00 ,ATL,14
USCMH,OH,ANSONIA,,,,,,,525,,,,,,,,539,,,,,,,,,,,,,,,,,,,,,,,,539, $689.00 , $639.00 , $589.00 ,ORD,14
USCMH,OH,APPLE CREEK,,,,,,,535,,,,,,,,549,,,,,,,,,,,,,,,,,,,,,,,,549, $699.00 , $649.00 , $599.00 ,ORD,14
USCMH,OH,BALTIMORE,,,,,,,305,,,,,,,,291,,,,,,,,,,,,,,,,,,,,,,,,305, $455.00 , $405.00 , $355.00 ,ORD,14
USCMH,OH,BARNESVILLE,,,,,,,575,,,,,,,,589,,,,,,,,,,,,,,,,,,,,,,,,589, $739.00 , $689.00 , $639.00 ,ORD,14
USCMH,OH,BLUE ASH,,,,,,,505,,,,,,,,519,,,,,,,,,,,,,,,,,,,,,,,,519, $669.00 , $619.00 , $569.00 ,ORD,14
USCMH,IN,BLUFFTON,,,,,,,635,,,,,,,,649,,,,,,,,,,,,,,,,,,,,,,,,649, $799.00 , $749.00 , $699.00 ,ORD,14
USCMH,OH,BOWERSTON,,,,,,,635,,,,,,,,649,,,,,,,,,,,,,,,,,,,,,,,,649, $799.00 , $749.00 , $699.00 ,ORD,14
USCMH,OH,CARROLL,,,,,,,305,,,,,,,,291,,,,,,,,,,,,,,,,,,,,,,,,305, $455.00 , $405.00 , $355.00 ,ORD,14
USCMH,OH,CHESTERHILL,,,,,,,505,,,,,,,,519,,,,,,,,,,,,,,,,,,,,,,,,519, $669.00 , $619.00 , $569.00 ,ORD,14
USCMH,OH,CIRCLEVILLE,,,,,,,305,,,,,,,,291,,,,,,,,,,,,,,,,,,,,,,,,305, $455.00 , $405.00 , $355.00 ,ORD,14
USCMH,OH,COOLVILLE,,,,,,,525,,,,,,,,539,,,,,,,,,,,,,,,,,,,,,,,,539, $689.00 , $639.00 , $589.00 ,ORD,14
USCMH,OH,CUYAHOGA FALLS,,,,,,,635,,,,,,,,649,,,,,,,,,,,,,,,,,,,,,,,,649, $799.00 , $749.00 , $699.00 ,ORD,14
USCMH,OH,DELAWARE,,,,,,,305,,,,,,,,291,,,,,,,,,,,,,,,,,,,,,,,,305, $455.00 , $405.00 , $355.00 ,ORD,14
USCMH,KY,GREENUP,,,,,,,585,,,,,,,,599,,,,,,,,,,,,,,,,,,,,,,,,599, $749.00 , $699.00 , $649.00 ,ORD,14
USCMH,OH,HOOVEN,,,,,,,595,,,,,,,,609,,,,,,,,,,,,,,,,,,,,,,,,609, $759.00 , $709.00 , $659.00 ,ORD,14
USCMH,OH,JOHNSTOWN,,,,,,,305,,,,,,,,291,,,,,,,,,,,,,,,,,,,,,,,,305, $455.00 , $405.00 , $355.00 ,ORD,14
USCMH,IN,MARKLE,,,,,,,675,,,,,,,,689,,,,,,,,,,,,,,,,,,,,,,,,689, $839.00 , $789.00 , $739.00 ,ORD,14
USCMH,KY,MAYSVILLE,,,,,,,595,,,,,,,,609,,,,,,,,,,,,,,,,,,,,,,,,609, $759.00 , $709.00 , $659.00 ,ORD,14
USCMH,OH,MILLERSBURG,,,,,,,515,,,,,,,,529,,,,,,,,,,,,,,,,,,,,,,,,529, $679.00 , $629.00 , $579.00 ,ORD,14
USCMH,OH,MILLERSPORT,,,,,,,305,,,,,,,,291,,,,,,,,,,,,,,,,,,,,,,,,305, $455.00 , $405.00 , $355.00 ,ORD,14
USCMH,OH,NEW ATHENS,,,,,,,615,,,,,,,,629,,,,,,,,,,,,,,,,,,,,,,,,629, $779.00 , $729.00 , $679.00 ,ORD,14
USCMH,IN,NEW CASTLE,,,,,,,650,,,,,,,,664,,,,,,,,,,,,,,,,,,,,,,,,664, $814.00 , $764.00 , $714.00 ,ORD,14
USCMH,OH,NEWCOMERSTOWN,,,,,,,515,,,,,,,,529,,,,,,,,,,,,,,,,,,,,,,,,529, $679.00 , $629.00 , $579.00 ,ORD,14
USCMH,OH,NORTH CANTON,,,,,,,635,,,,,,,,649,,,,,,,,,,,,,,,,,,,,,,,,649, $799.00 , $749.00 , $699.00 ,ORD,14
USCMH,OH,NOVA,,,,,,,500,,,,,,,,514,,,,,,,,,,,,,,,,,,,,,,,,514, $664.00 , $614.00 , $564.00 ,ORD,14
USCMH,OH,PALESTINE,,,,,,,500,,,,,,,,514,,,,,,,,,,,,,,,,,,,,,,,,514, $664.00 , $614.00 , $564.00 ,ORD,14
USCMH,OH,PANDORA,,,,,,,480,,,,,,,,494,,,,,,,,,,,,,,,,,,,,,,,,494, $644.00 , $594.00 , $544.00 ,ORD,14
USCMH,OH,PENINSULA,,,,,,,635,,,,,,,,649,,,,,,,,,,,,,,,,,,,,,,,,649, $799.00 , $749.00 , $699.00 ,ORD,14
USCMH,OH,REEDSVILLE,,,,,,,575,,,,,,,,589,,,,,,,,,,,,,,,,,,,,,,,,589, $739.00 , $689.00 , $639.00 ,ORD,14
USCMH,OH,RUSSIA,,,,,,,480,,,,,,,,494,,,,,,,,,,,,,,,,,,,,,,,,494, $644.00 , $594.00 , $544.00 ,ORD,14
USCMH,OH,SHARONVILLE,,,,,,,515,,,,,,,,529,,,,,,,,,,,,,,,,,,,,,,,,529, $679.00 , $629.00 , $579.00 ,ORD,14
USCMH,OH,SUNBURY,,,,,,,305,,,,,,,,291,,,,,,,,,,,,,,,,,,,,,,,,305, $455.00 , $405.00 , $355.00 ,ORD,14
USCMH,OH,SWANTON,,,,,,,635,,,,,,,,649,,,,,,,,,,,,,,,,,,,,,,,,649, $799.00 , $749.00 , $699.00 ,ORD,14
USCMH,OH,THURSTON,,,,,,,305,,,,,,,,291,,,,,,,,,,,,,,,,,,,,,,,,305, $455.00 , $405.00 , $355.00 ,ORD,14
USCMH,OH,TOLEDO,,,,,,,615,,,,,,,,629,,,,,,,,,,,,,,,,,,,,,,,,629, $779.00 , $729.00 , $679.00 ,ORD,14
USCMH,OH,VALLEY CITY,,,,,,,615,,,,,,,,629,,,,,,,,,,,,,,,,,,,,,,,,629, $779.00 , $729.00 , $679.00 ,ORD,14
USCMH,WV,WASHINGTON,,,,,,,595,,,,,,,,609,,,,,,,,,,,,,,,,,,,,,,,,609, $759.00 , $734.00 , $709.00 ,EWR,14
USCMH,KY,WURTLAND,,,,,,,585,,,,,,,,599,,,,,,,,,,,,,,,,,,,,,,,,599, $749.00 , $699.00 , $649.00 ,ORD,14
USCVG,OH,ADA,,,,,,,630,,,,,,,,591,,,,,,,,,,605,,,,,,,,,,,,,,605, $755.00 , $705.00 , $655.00 ,ORD,14
USCVG,OH,COLUMBUS GROVE,,,,,,,630,,,,,,,,591,,,,,,,,,,605,,,,,,,,,,,,,,605, $755.00 , $705.00 , $655.00 ,ORD,14
USCVG,OH,ROCKFORD,,,,,,,630,,,,,,,,591,,,,,,,,,,605,,,,,,,,,,,,,,605, $755.00 , $705.00 , $655.00 ,ORD,14
USDET,MI,FLAT ROCK,,,,,,290,310,,,,,,,,276,,,,,,,,,,,,,,,,,,,,,,,,290, $440.00 , $390.00 , $340.00 ,ORD,14
USDET,MI,GIBRALTAR,,,,,,360,310,,,,,,,,296,,,,,,,,,,,,,,,,,,,,,,,,310, $460.00 , $410.00 , $360.00 ,ORD,14
USDET,WI,NEENAH,,,,,,2086,2100,,,,,,,,,,,,,,,,,,2226,,,,,,,,,,,,,,2100," $2,250.00 "," $2,200.00 "," $2,150.00 ",ORD,14
USDET,MI,ROCKWOOD,,,,,,360,310,,,,,,,,296,,,,,,,,,,,,,,,,,,,,,,,,310, $460.00 , $410.00 , $360.00 ,ORD,14
USHOU,TX,ORANGE,,,,,,,600,,,,,,,,,,,,,,,,,,555,,,,,,610,,,,569,,,,569, $744.00 , $694.00 , $669.00 ,HOU,14
USIND,IN,GOSHEN,,,,,,1014,1000,,,,,,,,,,,,,,,,,,636,,,,650,,,,,,,,,,650, $800.00 , $750.00 , $700.00 ,ORD,14
USJAX,FL,HIGH SPRINGS,,,,,,645,575,,,,,,,,,,,,,,,,,655,500,,,,475,,,,,,489,,,,489, $614.00 , $589.00 , $539.00 ,MIA,14
USKCK,NE,HOLDREGE,,,,,,1516,1530,,,,,,,,,,,,,,,,,,1556,,,,1795,,,,,,,,,,1530," $1,680.00 "," $1,630.00 "," $1,580.00 ",ORD,14
USLUI,KY,MAPLE MOUNT,,,,,,660,725,,,,,,,,646,,,,,,,,,,,,,,,,,,,,,,,,660, $810.00 , $760.00 , $710.00 ,ORD,14
USLUI,KY,WEST LOUISVILLE,,,,,,660,725,,,,,,,,646,,,,,,,,,,,,,,,,,,,,,,,,660, $810.00 , $760.00 , $710.00 ,ORD,14
USMKC,MO,ASHLAND,,,,,,855,850,,,,,,,,799,,,,,,,,,,785,,,,,,,,,,,,,,799, $949.00 , $899.00 , $849.00 ,ORD,14
USMKC,OK,CLAREMORE,,,,950,,964,975,,,,,,,,974,,,,,,,,,,1105,,,,,,,,,,,,,,964," $1,139.00 "," $1,089.00 "," $1,064.00 ",HOU,14
USMKC,MO,EARTH CITY,,,,,,1185,1200,,,,,,,,1066,,,,,,,,,,1080,,,,,,,,,,,,,,1080," $1,230.00 "," $1,180.00 "," $1,130.00 ",ORD,14
USMKC,IA,ELLSWORTH,,,,,,1215,1250,,,,,,,,1119,,,,,,,,,,1105,,,,,,,,,,,,,,1119," $1,269.00 "," $1,219.00 "," $1,169.00 ",ORD,14
USMKC,MO,GREENFIELD,,,,,,885,900,,,,,,,,791,,,,,,,,,,805,,,,,,,,,,,,,,805, $955.00 , $905.00 , $855.00 ,ORD,14
USMKC,IA,PELLA,,,,,,1185,1200,,,,,,,,1094,,,,,,,,,,1080,,,,,,,,,,,,,,1094," $1,244.00 "," $1,194.00 "," $1,144.00 ",ORD,14
USMOB,MS,BELDEN,,,,,,,,,,,,,,,,,,,,,,,,,1033,,,,,,,,,,1019,,,,1033," $1,183.00 "," $1,133.00 "," $1,108.00 ",ATL,14
